sample,seed,relative_l2_prediction_error,raw_spearman
25,2,0.030771880125231264,-0.0565830636220585
26,0,0.04245380762541902,0.047542367766969455
26,1,0.04245430537650772,-0.009206758279093055
26,2,0.03304414851069075,0.004197024086259924
27,0,0.0810145041014447,-0.11025909046205563
27,1,0.061790496539682285,-0.013236937629640224
27,2,0.08447485583451374,-0.17356330689864816
28,0,0.043231745186085024,0.14482076121164433
28,1,0.057096469706022356,-0.032039844252914666
28,2,0.043045723356380676,0.030394452739432084
29,0,0.03546102927615891,0.23268127279879838
29,1,0.0339924329389402,0.05025511184822259
29,2,0.04352299428498121,0.21793770340104426
30,0,0.05467409724431887,0.03754296008869179
30,1,0.06299570308215201,0.06647301471640082
30,2,0.06354738634230175,-0.13164359219655244
31,0,0.052850051732270545,-0.2560563890279665
31,1,0.056580947479921276,-0.2504049580680924
31,2,0.05466805072129967,-0.232747165796438
32,0,0.043513085701500455,-0.022180392139331945
32,1,0.05189200139491186,0.018015163436091837
32,2,0.043795214555915375,-0.020458647003075602
33,0,0.03920656805112761,-0.07211605258922824
33,1,0.04467654181922171,-0.04966399712109291
33,2,0.039458309475833404,0.0024927468528717542
34,0,0.05233266094710549,0.022304578535154853
34,1,0.05509440055545097,-0.07264938800872611
34,2,0.04992706397091904,0.03644096228810528
35,0,0.04331472457188409,-0.1299664947071025
35,1,0.038379538477687006,0.01966723812674344
35,2,0.03780516540230729,0.049925177472999065
36,0,0.06142460359580811,0.12356934187468709
36,1,0.060407329874632085,0.04928614056576783
36,2,0.07059443029766391,0.1791855799835491
37,0,0.08831718197630668,-0.28931419202846714
37,1,0.11010925026461368,-0.3185163905478864
37,2,0.07349380353676839,-0.29383158393534076
38,0,0.031233366464085942,0.009904546795651241
38,1,0.05349472937402428,-0.07721996593591302
38,2,0.04252573672217151,-0.05786851351834633
39,0,0.05106187121769011,0.0329714210356913
39,1,0.061077382425629184,-0.04006427249481439
39,2,0.04796426088323757,3.075602603533366e-05
40,0,0.04375825882271671,0.041503737214791496
40,1,0.043826924780229926,0.13317773898505111
40,2,0.05119818220337578,-0.06026755060439166
41,0,0.04359822162350339,-0.06861386658679636
41,1,0.05017229503794823,-0.11925248998641011
41,2,0.03233148163055208,0.10658078374222157
42,0,0.05165221242737882,-0.08318986481653672
42,1,0.04453134748419822,-0.06340710160217437
42,2,0.04651357329391248,-0.19533206896860025
43,0,0.06393194254128542,-0.28743400641942635
43,1,0.07111639311740267,-0.30526076684428866
43,2,0.05566078811355052,-0.2276964831735927
44,0,0.07163516992411019,-0.08523888446820685
44,1,0.04866782430354061,-0.024604675541806734
44,2,0.07916343188791392,-0.34163165635505327
45,0,0.04234259315783655,-0.15693812137901433
45,1,0.040537924233723856,0.09611516298905656
45,2,0.03991922126615363,0.013733336760603678
46,0,0.07421110949746113,-0.1085821047314212
46,1,0.06310104258204241,0.04716864628781918
46,2,0.06302041949962342,0.010725862331020668
47,0,0.0213251293070823,0.1714126873077748
47,1,0.026382115882547276,0.09445029191402617
47,2,0.02779585055048151,0.17596592026679064
48,0,0.031272514419815024,0.04754344065159859
48,1,0.03726029182395062,-0.020084355553966093
48,2,0.028872504913580566,-0.07051778976825691
49,0,0.04298573859091939,-0.08057591552821686
49,1,0.04534550735116309,-0.006219366908661755
49,2,0.0462224347616622,0.014481003236535296
50,0,0.05152583482091767,-0.037044415188470056
50,1,0.049453032883632356,-0.16687578231170874
50,2,0.055690421616298544,-0.12888804448894928
51,0,0.03356357779994661,0.1793389130784636
51,1,0.029565974458732987,0.11947955037193332
