sample,method,spearman,auroc,error_capture_top10,top10_overlap,corrected_prediction_relative_l2,relative_l2_correction_error,iterations_executed
15,cg20,0.2912141701237393,0.7189842193479017,0.2781109389732356,0.44660194174757284,0.021554720372673777,0.6709542431880343,20.0
15,diagonal_pcg20,0.7179725721514912,0.9415367424601794,0.34937668339851297,0.7669902912621359,0.012188365418923684,0.3793988209524948,20.0
15,poisson_pcg20,0.9999959208032329,1.0,0.3730251378716155,1.0,2.7315852124543922e-05,0.0008502864603381607,20.0
15,amg,0.6531530626385809,0.9464912558110117,0.3199549561585037,0.6504854368932039,0.014776375430274952,0.45995826540395846,
16,raw,0.38018626841785275,0.7557108672506667,0.22576665115465339,0.27184466019417475,,,
16,prediction_magnitude,0.1406977102853873,0.5402422440783023,0.06795550089641943,0.0,,,
16,ensemble,0.5210313103497604,0.9152989047363039,0.3852079555273934,0.5631067961165048,,,
16,cg20,0.5078217648058078,0.8217323930299485,0.3705569085010269,0.5533980582524272,0.0532031876752822,0.8064100329555368,20.0
16,diagonal_pcg20,0.4346028650489951,0.768887764460327,0.334620428020811,0.46601941747572817,0.055728735975279754,0.8446902108325107,20.0
16,poisson_pcg20,0.9996306147628924,0.9999683754466968,0.502292588179507,0.9902912621359223,0.00048769906852268646,0.007392140191300636,20.0
16,amg,0.6969640047206923,0.9620821605894817,0.4647058059809645,0.7475728155339806,0.03633886492876021,0.5507945396734706,
17,raw,0.28499048932479787,0.9011943539630836,0.2551608877194946,0.6213592233009708,,,
17,prediction_magnitude,0.18031960786066803,0.5177888112330413,0.061964430184347545,0.0,,,
17,ensemble,0.4610560537515199,0.8743134836553768,0.22849771062548496,0.5436893203883495,,,
17,cg20,0.2596856448036621,0.888808070586003,0.23032599936969037,0.5436893203883495,0.013667246377632968,0.850276253691044,20.0
17,diagonal_pcg20,0.3127947750518561,0.6324805245459241,0.17620910573981657,0.14563106796116504,0.012980009656834116,0.8075214040151016,20.0
17,poisson_pcg20,0.9999993741506329,1.0,0.30172336751266304,1.0,4.2656804393731125e-06,0.00026537948341730987,20.0
17,amg,0.9548664593913168,0.9972697468981584,0.2993321414239112,0.912621359223301,0.0027524739401444988,0.17123882642800645,
18,raw,0.0908722887311351,0.6818780768054985,0.216943527808585,0.36893203883495146,,,
18,prediction_magnitude,0.6375531189650239,0.7269325237447688,0.14905826812181425,0.04854368932038835,,,
18,ensemble,0.5681260840605106,0.8828204884939334,0.2981381237841675,0.6601941747572816,,,
18,cg20,0.0879461858951434,0.7146832800986687,0.20954790863869335,0.3786407766990291,0.017128745516907875,0.9090493770667287,20.0
18,diagonal_pcg20,0.5699416842500535,0.9256506751842131,0.2696355192900355,0.6213592233009708,0.014112670988327495,0.7489815735789359,20.0
